name,address,citystate,zip,phone,web,email,target_type,target_value,program_type,category,subcategory,alt_name
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,500 W Gaulbert Avenue Cochran Elementary School,Louisville KY,40208,"[""(502) 485-8272"", ""(502) 595-7518"", ""(502) 485-8635""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - COCHRAN ELEMENTARY SCHOOL / JEFFERSON COUNTY TRADITIONAL MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,6300 Terry Road Conway Middle School,Louisville KY,40258,"[""(502) 485-7105"", ""(502) 485-8233"", ""(502) 485-8076""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CONWAY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,303 Gatehouse Lane Crosby Middle School,Louisville KY,40243,"[""(502) 253-6473"", ""(502) 485-8243"", ""(502) 485-8235""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CROSBY MIDDLE SCHOOL / EASTERN HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,7601 Saint Andrews Church Road Doss High School,Louisville KY,40214,"[""(502) 485-8239"", ""(502) 485-7120"", ""(502) 485-7159""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - DOSS HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1001 Fairdale Rd Fairdale High school,Louisville KY,40118,"[""(502) 485-8248"", ""(502) 485-8866"", ""(502) 485-8761""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FAIRDALE HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3400 Lees Lane Farnsley Middle School,Louisville KY,40216,"[""(502) 485-8242"", ""(502) 485-6015"", ""(502) 485-6178""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FARNSLEY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,9115 Fern Creek Road Fern Creek High School,Louisville KY,40291,"[""(502) 485-8251"", ""(502) 485-6467"", ""(502) 485-6465""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FERN CREEK TRADITIONAL HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,13700 Sandray Blvd Frost Middle School,Louisville KY,40272,"[""(502) 485-8256"", ""(502) 485-3872"", ""(502) 485-8453""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - FROST MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,5801 Greenwood Road,Louisville KY,40258,"[""(502) 485-8311"", ""(502) 485-6883"", ""(502) 485-8093""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - GREENWOOD ELEMENTARY SCHOOL / PLEASURE RIDGE HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1700 Norris Place Highland Middle School,Louisville KY,40205,"[""(502) 485-8266"", ""(502) 485-7106"", ""(502) 485-8831""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - HIGHLAND MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4615 Taylor Blvd Iroquois High School,Louisville KY,40215,"[""(502) 485-8269"", ""(502) 485-8865"", ""(502) 485-8033""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - IROQUOIS HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,9600 Old Six Mile Lane Jeffersontown High School,Louisville KY,40299,"[""(502) 485-8275"", ""(502) 485-6474"", ""(502) 485-8832""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - JEFFERSONTOWN HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,2509 Wilson Avenue Johnson Middle School,Louisville KY,40210,"[""(502) 485-8105"", ""(502) 485-8220"", ""(502) 485-8277""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - JOHNSON TRADITIONAL MIDDLE SCHOOL / BUTLER TRADITIONAL HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,7315 Wesboro Road Kammerer Middle School,Louisville KY,40222,"[""(502) 339-8783"", ""(502) 485-8206"", ""(502) 485-8279""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - KAMMERER MIDDLE SCHOOL / BALLARD HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8200 Candleworth Drive Lassiter Middle School,Louisville KY,40214,"[""(502) 485-8288"", ""(502) 485-6057"", ""(502) 485-8373""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - LASSITER MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3307 E Indian Trail,Louisville KY,40213,"[""(502) 485-7193""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - LIBERTY HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,828 S Jackson Street Meyzeek Middle School,Louisville KY,40203,"[""(502) 485-8115"", ""(502) 485-8242"", ""(502) 485-8299""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - MEYZEEK MIDDLE SCHOOL / FARNSLEY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,6415 Outer Loop Moore High School,Louisville KY,40228,"[""(502) 485-3925"", ""(502) 485-8083""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - MOORE TRADITIONAL HIGH SCHOOL / MOORE TRADITIONAL MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3741 Pulliam Drive Myers Middle School,Louisville KY,40218,"[""(502) 458-2167"", ""(502) 485-8305"", ""(502) 485-8157""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - MYERS MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4901 Exeter Avenue Newburg Middle School,Louisville KY,40218,"[""(502) 485-8740"", ""(502) 485-8306"", ""(502) 485-8883""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - NEWBURG MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,121 W Lee Street Noe Middle School,Louisville KY,40208,"[""(502) 485-8055"", ""(502) 485-8307"", ""(502) 485-8056""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - NOE MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4530 Bellevue Ave Olmsted Academy North,Louisville KY,40215,"[""(502) 485-8841"", ""(502) 485-8331"", ""(502) 485-8381""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - OLMSTED ACADEMY NORTH
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,5650 Southern Parkway Olmsted Academy South,Louisville KY,40214,"[""(502) 485-8842"", ""(502) 485-8270"", ""(502) 485-6971""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - OLMSTED ACADEMY SOUTH
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,724 Denmark Street Semple Elementary School,Louisville KY,40215,"[""(502) 485-8229"", ""(502) 361-7398""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SEMPLE ELEMENTARY SCHOOL / CHURCHILL PARK REHABILITATION CENTER
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3510 Goldsmith Lane Seneca High School,Louisville KY,40220,"[""(502) 485-8323"", ""(502) 485-6363""]",http://www.jefferson.k12.ky.us/Programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SENECA HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,735 Ziegler Street Shelby Elementary School,Louisville KY,40217,"[""(502) 485-8190"", ""(502) 485-8314"", ""(502) 485-8560""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SHELBY TRADITIONAL ACADEMY / WALLER-WILLIAMS ENVIRONMENTAL SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8620 Preston Highway Southern High School,Louisville KY,40219,"[""(502) 485-6515"", ""(502) 485-8330"", ""(502) 485-6516""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - SOUTHERN HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4601 Valley Station Road Stuart Middle School,Louisville KY,40272,"[""(502) 485-3885"", ""(502) 485-8334"", ""(502) 485-8713""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - STUART MIDDLE SCHOOL / PHOENIX SCHOOL OF DISCOVERY (MIDDLE)
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1501 Rangeland Road Thomas Jefferson Middle School,Louisville KY,40219,"[""(502) 485-3889"", ""(502) 485-8273"", ""(502) 485-6010""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - THOMAS JEFFERSON MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,10200 Dixie Highway,Louisville KY,40272,"[""(502) 485-6780"", ""(502) 485-8339"", ""(502) 485-8666""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - VALLEY HIGH SCHOOL / VALLEY PREPARATORY / PHOENIX SCHOOL OF DISCOVERY (HIGH)
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,330 S Hubbards Lane Waggener High School,Louisville KY,40207,"[""(502) 485-6221"", ""(502) 485-8340"", ""(502) 485-8140""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - WAGGENER TRADITIONAL HIGH SCHOOL / ST MATTHEWS ELEMENTARY SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,2501 Rockford Lane Western High School,Louisville KY,40216,"[""(502) 485-6013"", ""(502) 485-8344"", ""(502) 485-8969""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - WESTERN HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,2201 W Main Street Western Middle School,Louisville KY,40212,"[""(502) 485-8760"", ""(502) 485-8345"", ""(502) 485-8047""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - WESTERN MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8100 Westport Road Westport Middle School,Louisville KY,40242,"[""(502) 412-7488"", ""(502) 485-8347""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - WESTPORT MIDDLE SCHOOL WESTPORT TAPP
LOUISVILLE METRO DEPARTMENT OF PUBLIC HEALTH AND WELLNESS - LLM,1448 S 15th St More Center,Louisville KY,40210,"[""(502) 574-6414"", ""(502) 574-6503""]",http://www.louisvilleky.gov/health,mailto:dave.langdon@louisvilleky.gov,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,SUBSTANCE ABUSE TREATMENT,METHADONE TREATMENT CENTER,LOUISVILLE METRO DEPARTMENT OF PUBLIC HEALTH AND WELLNESS - MORE CENTER
SUBSTANCE ABUSE COUNSELING,,,,[],,,,,,,,
OLD LOUISVILLE COUNSELING CENTER,1100 South 3rd Street,Louisville KY,40203,"[""(502) 583-9526""]",http://www.oldlouisvillecc.com,mailto:info@OldLouisvillleCC.com,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,COUNSELING SERVICES,,
SUBSTANCE ABUSE COUNSELING,,,,[],,,,,,,,
COMMUNICARE,,,40160,"[""(270) 351-8166"", ""(888) 782-8266"", ""(270) 351-8322""]",http://www.communicare.org,mailto:kmcgrew@communicare.org,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,MENTAL HEALTH COUNSELING,,COMMUNICARE - RADCLIFF
CREATIVE SPIRITS COUNSELING CENTER SHELBY,,,40065,"[""(502) 633-5054"", ""(502) 254-9554""]",http://creativespiritsonline.com,mailto:info@creativespiritsministries.com,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,MENTAL HEALTH SERVICES,,
ABOVE AND BEYOND COUNSELING,,,40216,"[""(502) 896-8006""]",,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,MENTAL HEALTH COUNSELING,,DAVE HARMON AND ASSOCIATES - SHIVELY
ABOVE AND BEYOND COUNSELING,,,40207,"[""(502) 896-8006""]",,,Target%20Populations,Children/Youth,Drug%20Abuse%20Counseling,MENTAL HEALTH COUNSELING,,DAVE HARMON AND ASSOCIATES - ST MATTHEWS
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1010 Neighborhood Place,"Fairdale, KY",40118,"[""(502) 485-8748""]",http://www.jefferson.kyschools.us/Schools/Special/Tapp/index.html,,Target%20Populations,Children/Youth,Dropout%20Prevention~,TEEN PARENT/PREGNANT TEEN EDUCATION PROGRAMS,GEORGIA CHAFFEE TEENAGE PARENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - SOUTH PARK TAPP
EDUCATIONAL PROGRAMS,,,,[],,,,,,,,
LIFESPRING HEALTH SYSTEMS,460 Spring Street,"Jeffersonville, IN",47130,"[""(812) 280-2080"", ""(800) 456-2117"", ""(812) 283-0449""]",http://www.lifespringhealthsystems.org,mailto:info@lifespringhealthsystems.org,Target%20Populations,Children/Youth,Dropout%20Prevention~,SPECIAL EDUCATION SERVICES,,
EDUCATIONAL PROGRAMS,,,,[],,,,,,,,
EDUCATIONAL PROGRAMS,,,,[],,,,,,,,
EDUCATIONAL PROGRAMS,,,,[],,,,,,,,
CANAAN COMMUNITY DEVELOPMENT CORPORATION - LLM - 55K,2840 Hikes Lane,Louisville KY,40218,"[""(502) 776-6369"", ""(502) 776-8026""]",http://ccdcky.org,mailto:tleavell@ccdcky.org,Target%20Populations,Children/Youth,Dropout%20Prevention~,YOUTH DEVELOPMENT,SONS OF ISSACHAR AFTERSCHOOL ACADEMY (55K),
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8800 Westport Road Westport Alternative High School,Louisville KY,40242,"[""(502) 485-8347""]",http://www.jefferson.kyschools.us/Schools/Special/Tapp/index.html,,Target%20Populations,Children/Youth,Dropout%20Prevention~,TEEN PARENT/PREGNANT TEEN EDUCATION PROGRAMS,GEORGIA CHAFFEE TEENAGE PARENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - WESTPORT ALTERNATIVE HIGH SCHOOL
LOUISVILLE METRO COMMUNITY SERVICES - CS - LLM,810 Barrett Avenue Urban Government Center,Louisville KY,40204,"[""(502) 574-4377"", ""(502) 574-0854""]",http://www.louisvilleky.gov/OYD,mailto:communityservicesrevitalizationmail@louisvilleky.gov,Target%20Populations,Children/Youth,Dropout%20Prevention~,YOUTH DEVELOPMENT,OFFICE OF YOUTH DEVELOPMENT (OYD),
EDUCATIONAL PROGRAMS,,,,[],,,,,,,,
OPEN DOOR YOUTH SERVICES,2523 Corydon Pike,"New ALbany, IN",47150,"[""(812) 948-5481"", ""(812) 948-5427"", ""(812) 948-5482""]",http://www.opendooryouthservices.com,mailto:info@opendooryouthservices.com,Target%20Populations,Children/Youth,Dropout%20Prevention~,PREVENTION PROGRAMS,NEW DIRECTIONS,
PERSONAL COUNSELING SERVICE,1205 Applegate Lane,"Clarksville, IN",47129,"[""(812) 283-8383"", ""(812) 283-8249""]",http://www.pcs-counseling.org,mailto:tcarmack@pcs-counseling.org,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,MENTAL HEALTH SERVICES,,
MENTAL HEALTH COUNSELING,,,,[],,,,,,,,
LIFESPRING HEALTH SYSTEMS,535 Country Club Road,"Corydon, IN",47112,"[""(812) 738-2114"", ""(800) 456-2117""]",http://www.lifespringhealthsystems.org,mailto:info@lifespringhealthsystems.org,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,MENTAL HEALTH COUNSELING,,
LIFESPRING HEALTH SYSTEMS,460 Spring Street,"Jeffersonville, IN",47130,"[""(812) 280-2080"", ""(800) 456-2117"", ""(812) 283-0449""]",http://www.lifespringhealthsystems.org,mailto:info@lifespringhealthsystems.org,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,MENTAL HEALTH COUNSELING,,
"LYNNE CUNDIFF, THERAPIST - OLDHAM",206 West Jefferson Street,"La Grange, KY",40031,"[""(502) 396-8456""]",,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,MENTAL HEALTH COUNSELING,,
BAPTIST FELLOWSHIP CENTER,1351 Catalpa Street,Louisville KY,40211,"[""(502) 774-2734"", ""(502) 774-5723""]",http://www.bfcenter.org,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,COUNSELING SERVICES,,
BETTER ALTERNATIVES COUNSELING,1169 Eastern Pkwy Suite 1138 Medical Arts Building,Louisville KY,40217,"[""(502) 454-6350"", ""(502) 454-6351""]",http://www.betteralternatives.home.insightbb.com,mailto:bac1138@gmail.com,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,COUNSELING SERVICES,,
CABBAGE PATCH SETTLEMENT HOUSE - LLM - 55K,1413 S 6th Street,Louisville KY,40208,"[""(502) 634-0811"", ""(502) 753-4423"", ""(502) 637-9943""]",http://cabbagepatch.org,mailto:tholladay@cabbagepatch.org,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,COUNSELING SERVICES,,
FAMILY CARE CENTER,1425 Story Avenue,"Louisville, KY",40206-1735,"[""(502) 584-1369"", ""(502) 585-3989""]",,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,MENTAL HEALTH COUNSELING,,
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4018 W Market Street,Louisville KY,40212,"[""(502) 485-3823"", ""(502) 485-8326"", ""(502) 485-3767""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - ACADEMY AT SHAWNEE
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3000 Dundee Road Atherton High School,Louisville KY,40205,"[""(502) 485-6020"", ""(502) 485-8202"", ""(502) 485-1521""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - ATHERTON HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,9801 Blue Lick Road Blue Lick Elementary School,Louisville KY,40229,"[""(502) 966-9524"", ""(502) 485-8287""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - BLUE LICK ELEMENTARY / KNIGHT MIDDLE SCHOOLS
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1130 W Chestnut Street Central High School,Louisville KY,40203,"[""(502) 485-8226"", ""(502) 485-6673"", ""(502) 485-7034""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CENTRAL HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,500 W Gaulbert Avenue Cochran Elementary School,Louisville KY,40208,"[""(502) 485-8272"", ""(502) 595-7518"", ""(502) 485-8635""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - COCHRAN ELEMENTARY SCHOOL / JEFFERSON COUNTY TRADITIONAL MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,6300 Terry Road Conway Middle School,Louisville KY,40258,"[""(502) 485-7105"", ""(502) 485-8233"", ""(502) 485-8076""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CONWAY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,303 Gatehouse Lane Crosby Middle School,Louisville KY,40243,"[""(502) 253-6473"", ""(502) 485-8243"", ""(502) 485-8235""]",http://www.jefferson.kyschools.us/programs/FRYSC/welcome.html,,Target%20Populations,Children/Youth,Adolescent/Youth%20Counseling~,FAMILY SUPPORT PROGRAMS,YOUTH SERVICE CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - CROSBY MIDDLE SCHOOL / EASTERN HIGH SCHOOL
